grain,perspective,year,period,period_sort,seg1,seg2,metric,value,source
week,product,2025,07월 4주차,20250704,e-영업2,골프,상품UV,1408.57142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2025,07월 5주차,20250705,e-영업2,골프,상품UV,1451,상품관점 - 주별 실적(기본).xlsx
week,product,2025,08월 1주차,20250801,e-영업2,골프,상품UV,1411.85714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2025,08월 2주차,20250802,e-영업2,골프,상품UV,1429.85714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2025,08월 3주차,20250803,e-영업2,골프,상품UV,1296.42857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2025,08월 4주차,20250804,e-영업2,골프,상품UV,1269.28571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2025,09월 1주차,20250901,e-영업2,골프,상품UV,1825,상품관점 - 주별 실적(기본).xlsx
week,product,2025,09월 2주차,20250902,e-영업2,골프,상품UV,1826.42857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2025,09월 3주차,20250903,e-영업2,골프,상품UV,3854.85714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2025,09월 4주차,20250904,e-영업2,골프,상품UV,3942,상품관점 - 주별 실적(기본).xlsx
week,product,2025,10월 1주차,20251001,e-영업2,골프,상품UV,3416.42857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2025,10월 2주차,20251002,e-영업2,골프,상품UV,4517.14285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2025,10월 3주차,20251003,e-영업2,골프,상품UV,4316.28571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2025,10월 4주차,20251004,e-영업2,골프,상품UV,4301.14285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2025,10월 5주차,20251005,e-영업2,골프,상품UV,4293,상품관점 - 주별 실적(기본).xlsx
week,product,2025,11월 1주차,20251101,e-영업2,골프,상품UV,2246.14285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2025,11월 2주차,20251102,e-영업2,골프,상품UV,2164.42857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2025,11월 3주차,20251103,e-영업2,골프,상품UV,2098.28571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2025,11월 4주차,20251104,e-영업2,골프,상품UV,2035.85714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2025,12월 1주차,20251201,e-영업2,골프,상품UV,1826.85714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2025,12월 2주차,20251202,e-영업2,골프,상품UV,1908.57142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2025,12월 3주차,20251203,e-영업2,골프,상품UV,1736.28571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2025,12월 4주차,20251204,e-영업2,골프,상품UV,1630.85714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2026,01월 1주차,20260101,e-영업2,골프,상품UV,1446.42857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2026,01월 2주차,20260102,e-영업2,골프,상품UV,1476.57142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2026,01월 3주차,20260103,e-영업2,골프,상품UV,1492,상품관점 - 주별 실적(기본).xlsx
week,product,2026,01월 4주차,20260104,e-영업2,골프,상품UV,1582.28571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2026,01월 5주차,20260105,e-영업2,골프,상품UV,1408.71428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2026,02월 1주차,20260201,e-영업2,골프,상품UV,1649.28571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2026,02월 2주차,20260202,e-영업2,골프,상품UV,1441.28571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2026,02월 3주차,20260203,e-영업2,골프,상품UV,1420.28571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2026,02월 4주차,20260204,e-영업2,골프,상품UV,1720.28571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2026,03월 1주차,20260301,e-영업2,골프,상품UV,1957.71428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2026,03월 2주차,20260302,e-영업2,골프,상품UV,1947,상품관점 - 주별 실적(기본).xlsx
week,product,2026,03월 3주차,20260303,e-영업2,골프,상품UV,1866.57142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2026,03월 4주차,20260304,e-영업2,골프,상품UV,2026.42857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2026,04월 1주차,20260401,e-영업2,골프,상품UV,2041.57142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2026,04월 2주차,20260402,e-영업2,골프,상품UV,2074,상품관점 - 주별 실적(기본).xlsx
week,product,2026,04월 3주차,20260403,e-영업2,골프,상품UV,1929.71428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2026,04월 4주차,20260404,e-영업2,골프,상품UV,1813.57142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2026,04월 5주차,20260405,e-영업2,골프,상품UV,1681.14285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2026,05월 1주차,20260501,e-영업2,골프,상품UV,1562.71428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2026,05월 2주차,20260502,e-영업2,골프,상품UV,1448.42857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2026,05월 3주차,20260503,e-영업2,골프,상품UV,1275.57142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2026,05월 4주차,20260504,e-영업2,골프,상품UV,1347.85714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2026,06월 1주차,20260601,e-영업2,골프,상품UV,1321.57142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2026,06월 2주차,20260602,e-영업2,골프,상품UV,1202.57142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2026,06월 3주차,20260603,e-영업2,골프,상품UV,1284.28571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2026,06월 4주차,20260604,e-영업2,골프,상품UV,1245,상품관점 - 주별 실적(기본).xlsx
week,product,2026,07월 1주차,20260701,e-영업2,골프,상품UV,1377.85714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2025,01월 1주차,20250101,e-영업2,남성,상품UV,3679.8,상품관점 - 주별 실적(기본).xlsx
week,product,2025,01월 2주차,20250102,e-영업2,남성,상품UV,3537.42857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2025,01월 3주차,20250103,e-영업2,남성,상품UV,3297.14285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2025,01월 4주차,20250104,e-영업2,남성,상품UV,3049.42857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2025,01월 5주차,20250105,e-영업2,남성,상품UV,3205.71428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2025,02월 1주차,20250201,e-영업2,남성,상품UV,3698.14285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2025,02월 2주차,20250202,e-영업2,남성,상품UV,3453.14285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2025,02월 3주차,20250203,e-영업2,남성,상품UV,3295.28571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2025,02월 4주차,20250204,e-영업2,남성,상품UV,3681.85714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2025,03월 1주차,20250301,e-영업2,남성,상품UV,4176.71428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2025,03월 2주차,20250302,e-영업2,남성,상품UV,3989.14285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2025,03월 3주차,20250303,e-영업2,남성,상품UV,3534,상품관점 - 주별 실적(기본).xlsx
week,product,2025,03월 4주차,20250304,e-영업2,남성,상품UV,3631,상품관점 - 주별 실적(기본).xlsx
week,product,2025,04월 1주차,20250401,e-영업2,남성,상품UV,3547.71428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2025,04월 2주차,20250402,e-영업2,남성,상품UV,3741.71428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2025,04월 3주차,20250403,e-영업2,남성,상품UV,3607.57142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2025,04월 4주차,20250404,e-영업2,남성,상품UV,3238,상품관점 - 주별 실적(기본).xlsx
week,product,2025,05월 1주차,20250501,e-영업2,남성,상품UV,2908.85714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2025,05월 2주차,20250502,e-영업2,남성,상품UV,2829.71428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2025,05월 3주차,20250503,e-영업2,남성,상품UV,2956,상품관점 - 주별 실적(기본).xlsx
week,product,2025,05월 4주차,20250504,e-영업2,남성,상품UV,2677.71428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2025,05월 5주차,20250505,e-영업2,남성,상품UV,2599.42857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2025,06월 1주차,20250601,e-영업2,남성,상품UV,2676.71428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2025,06월 2주차,20250602,e-영업2,남성,상품UV,2444,상품관점 - 주별 실적(기본).xlsx
week,product,2025,06월 3주차,20250603,e-영업2,남성,상품UV,2582.14285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2025,06월 4주차,20250604,e-영업2,남성,상품UV,2175.57142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2025,07월 1주차,20250701,e-영업2,남성,상품UV,2369.28571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2025,07월 2주차,20250702,e-영업2,남성,상품UV,2554.71428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2025,07월 3주차,20250703,e-영업2,남성,상품UV,2255.57142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2025,07월 4주차,20250704,e-영업2,남성,상품UV,2090.57142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2025,07월 5주차,20250705,e-영업2,남성,상품UV,2158.71428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2025,08월 1주차,20250801,e-영업2,남성,상품UV,2455.71428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2025,08월 2주차,20250802,e-영업2,남성,상품UV,2498.71428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2025,08월 3주차,20250803,e-영업2,남성,상품UV,2419.42857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2025,08월 4주차,20250804,e-영업2,남성,상품UV,2218.57142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2025,09월 1주차,20250901,e-영업2,남성,상품UV,2725.85714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2025,09월 2주차,20250902,e-영업2,남성,상품UV,2847,상품관점 - 주별 실적(기본).xlsx
week,product,2025,09월 3주차,20250903,e-영업2,남성,상품UV,6009.14285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2025,09월 4주차,20250904,e-영업2,남성,상품UV,5505.42857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2025,10월 1주차,20251001,e-영업2,남성,상품UV,5509.14285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2025,10월 2주차,20251002,e-영업2,남성,상품UV,6642.28571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2025,10월 3주차,20251003,e-영업2,남성,상품UV,6227.42857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2025,10월 4주차,20251004,e-영업2,남성,상품UV,6580.28571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2025,10월 5주차,20251005,e-영업2,남성,상품UV,5653.85714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2025,11월 1주차,20251101,e-영업2,남성,상품UV,3353.28571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2025,11월 2주차,20251102,e-영업2,남성,상품UV,3592.71428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2025,11월 3주차,20251103,e-영업2,남성,상품UV,3311,상품관점 - 주별 실적(기본).xlsx
week,product,2025,11월 4주차,20251104,e-영업2,남성,상품UV,3217.28571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2025,12월 1주차,20251201,e-영업2,남성,상품UV,3325.57142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2025,12월 2주차,20251202,e-영업2,남성,상품UV,3238.28571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2025,12월 3주차,20251203,e-영업2,남성,상품UV,3073.42857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2025,12월 4주차,20251204,e-영업2,남성,상품UV,3102.42857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2026,01월 1주차,20260101,e-영업2,남성,상품UV,2840.42857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2026,01월 2주차,20260102,e-영업2,남성,상품UV,2934.14285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2026,01월 3주차,20260103,e-영업2,남성,상품UV,2936.71428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2026,01월 4주차,20260104,e-영업2,남성,상품UV,2907.71428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2026,01월 5주차,20260105,e-영업2,남성,상품UV,2810.85714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2026,02월 1주차,20260201,e-영업2,남성,상품UV,3090.28571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2026,02월 2주차,20260202,e-영업2,남성,상품UV,2574.57142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2026,02월 3주차,20260203,e-영업2,남성,상품UV,2809.71428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2026,02월 4주차,20260204,e-영업2,남성,상품UV,3091.42857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2026,03월 1주차,20260301,e-영업2,남성,상품UV,3405.14285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2026,03월 2주차,20260302,e-영업2,남성,상품UV,3483.85714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2026,03월 3주차,20260303,e-영업2,남성,상품UV,3359,상품관점 - 주별 실적(기본).xlsx
week,product,2026,03월 4주차,20260304,e-영업2,남성,상품UV,3206,상품관점 - 주별 실적(기본).xlsx
week,product,2026,04월 1주차,20260401,e-영업2,남성,상품UV,3173.57142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2026,04월 2주차,20260402,e-영업2,남성,상품UV,3342.85714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2026,04월 3주차,20260403,e-영업2,남성,상품UV,3080.71428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2026,04월 4주차,20260404,e-영업2,남성,상품UV,2867.85714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2026,04월 5주차,20260405,e-영업2,남성,상품UV,2707.57142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2026,05월 1주차,20260501,e-영업2,남성,상품UV,2538.57142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2026,05월 2주차,20260502,e-영업2,남성,상품UV,2547,상품관점 - 주별 실적(기본).xlsx
week,product,2026,05월 3주차,20260503,e-영업2,남성,상품UV,2235.85714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2026,05월 4주차,20260504,e-영업2,남성,상품UV,2167,상품관점 - 주별 실적(기본).xlsx
week,product,2026,06월 1주차,20260601,e-영업2,남성,상품UV,2217.28571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2026,06월 2주차,20260602,e-영업2,남성,상품UV,2101.85714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2026,06월 3주차,20260603,e-영업2,남성,상품UV,2372.28571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2026,06월 4주차,20260604,e-영업2,남성,상품UV,2174,상품관점 - 주별 실적(기본).xlsx
week,product,2026,07월 1주차,20260701,e-영업2,남성,상품UV,2250.85714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2025,01월 1주차,20250101,e-영업2,슈즈,상품UV,711.2,상품관점 - 주별 실적(기본).xlsx
week,product,2025,01월 2주차,20250102,e-영업2,슈즈,상품UV,610,상품관점 - 주별 실적(기본).xlsx
week,product,2025,01월 3주차,20250103,e-영업2,슈즈,상품UV,506.142857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2025,01월 4주차,20250104,e-영업2,슈즈,상품UV,512.571428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2025,01월 5주차,20250105,e-영업2,슈즈,상품UV,555.285714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2025,02월 1주차,20250201,e-영업2,슈즈,상품UV,571,상품관점 - 주별 실적(기본).xlsx
week,product,2025,02월 2주차,20250202,e-영업2,슈즈,상품UV,573.714285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2025,02월 3주차,20250203,e-영업2,슈즈,상품UV,571.142857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2025,02월 4주차,20250204,e-영업2,슈즈,상품UV,625.428571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2025,03월 1주차,20250301,e-영업2,슈즈,상품UV,737.714285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2025,03월 2주차,20250302,e-영업2,슈즈,상품UV,795.571428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2025,03월 3주차,20250303,e-영업2,슈즈,상품UV,673.428571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2025,03월 4주차,20250304,e-영업2,슈즈,상품UV,721.714285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2025,04월 1주차,20250401,e-영업2,슈즈,상품UV,807.285714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2025,04월 2주차,20250402,e-영업2,슈즈,상품UV,917.857142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2025,04월 3주차,20250403,e-영업2,슈즈,상품UV,1201.42857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2025,04월 4주차,20250404,e-영업2,슈즈,상품UV,984.142857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2025,05월 1주차,20250501,e-영업2,슈즈,상품UV,946,상품관점 - 주별 실적(기본).xlsx
week,product,2025,05월 2주차,20250502,e-영업2,슈즈,상품UV,1079,상품관점 - 주별 실적(기본).xlsx
week,product,2025,05월 3주차,20250503,e-영업2,슈즈,상품UV,1215.28571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2025,05월 4주차,20250504,e-영업2,슈즈,상품UV,995.571428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2025,05월 5주차,20250505,e-영업2,슈즈,상품UV,1222.14285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2025,06월 1주차,20250601,e-영업2,슈즈,상품UV,982,상품관점 - 주별 실적(기본).xlsx
week,product,2025,06월 2주차,20250602,e-영업2,슈즈,상품UV,1231.57142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2025,06월 3주차,20250603,e-영업2,슈즈,상품UV,1219,상품관점 - 주별 실적(기본).xlsx
week,product,2025,06월 4주차,20250604,e-영업2,슈즈,상품UV,1306.57142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2025,07월 1주차,20250701,e-영업2,슈즈,상품UV,1155.42857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2025,07월 2주차,20250702,e-영업2,슈즈,상품UV,1113.85714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2025,07월 3주차,20250703,e-영업2,슈즈,상품UV,1187.57142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2025,07월 4주차,20250704,e-영업2,슈즈,상품UV,1051.57142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2025,07월 5주차,20250705,e-영업2,슈즈,상품UV,1399.85714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2025,08월 1주차,20250801,e-영업2,슈즈,상품UV,1140,상품관점 - 주별 실적(기본).xlsx
week,product,2025,08월 2주차,20250802,e-영업2,슈즈,상품UV,1499.14285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2025,08월 3주차,20250803,e-영업2,슈즈,상품UV,1367.28571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2025,08월 4주차,20250804,e-영업2,슈즈,상품UV,1411.42857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2025,09월 1주차,20250901,e-영업2,슈즈,상품UV,1118.14285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2025,09월 2주차,20250902,e-영업2,슈즈,상품UV,752.285714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2025,09월 3주차,20250903,e-영업2,슈즈,상품UV,1271.14285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2025,09월 4주차,20250904,e-영업2,슈즈,상품UV,1760,상품관점 - 주별 실적(기본).xlsx
week,product,2025,10월 1주차,20251001,e-영업2,슈즈,상품UV,1484.28571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2025,10월 2주차,20251002,e-영업2,슈즈,상품UV,1679.42857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2025,10월 3주차,20251003,e-영업2,슈즈,상품UV,1008,상품관점 - 주별 실적(기본).xlsx
week,product,2025,10월 4주차,20251004,e-영업2,슈즈,상품UV,990.714285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2025,10월 5주차,20251005,e-영업2,슈즈,상품UV,1400.42857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2025,11월 1주차,20251101,e-영업2,슈즈,상품UV,594.571428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2025,11월 2주차,20251102,e-영업2,슈즈,상품UV,624.714285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2025,11월 3주차,20251103,e-영업2,슈즈,상품UV,1203.57142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2025,11월 4주차,20251104,e-영업2,슈즈,상품UV,896.285714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2025,12월 1주차,20251201,e-영업2,슈즈,상품UV,610.285714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2025,12월 2주차,20251202,e-영업2,슈즈,상품UV,549.142857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2025,12월 3주차,20251203,e-영업2,슈즈,상품UV,492.571428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2025,12월 4주차,20251204,e-영업2,슈즈,상품UV,453.714285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2026,01월 1주차,20260101,e-영업2,슈즈,상품UV,556.857142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2026,01월 2주차,20260102,e-영업2,슈즈,상품UV,453.571428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2026,01월 3주차,20260103,e-영업2,슈즈,상품UV,492.571428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2026,01월 4주차,20260104,e-영업2,슈즈,상품UV,487.428571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2026,01월 5주차,20260105,e-영업2,슈즈,상품UV,509,상품관점 - 주별 실적(기본).xlsx
week,product,2026,02월 1주차,20260201,e-영업2,슈즈,상품UV,575.857142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2026,02월 2주차,20260202,e-영업2,슈즈,상품UV,642.571428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2026,02월 3주차,20260203,e-영업2,슈즈,상품UV,586.714285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2026,02월 4주차,20260204,e-영업2,슈즈,상품UV,666.428571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2026,03월 1주차,20260301,e-영업2,슈즈,상품UV,611.714285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2026,03월 2주차,20260302,e-영업2,슈즈,상품UV,618.142857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2026,03월 3주차,20260303,e-영업2,슈즈,상품UV,631,상품관점 - 주별 실적(기본).xlsx
week,product,2026,03월 4주차,20260304,e-영업2,슈즈,상품UV,541.714285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2026,04월 1주차,20260401,e-영업2,슈즈,상품UV,498.571428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2026,04월 2주차,20260402,e-영업2,슈즈,상품UV,537.857142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2026,04월 3주차,20260403,e-영업2,슈즈,상품UV,441.142857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2026,04월 4주차,20260404,e-영업2,슈즈,상품UV,576.857142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2026,04월 5주차,20260405,e-영업2,슈즈,상품UV,643.428571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2026,05월 1주차,20260501,e-영업2,슈즈,상품UV,576.285714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2026,05월 2주차,20260502,e-영업2,슈즈,상품UV,610.142857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2026,05월 3주차,20260503,e-영업2,슈즈,상품UV,489.857142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2026,05월 4주차,20260504,e-영업2,슈즈,상품UV,388.285714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2026,06월 1주차,20260601,e-영업2,슈즈,상품UV,269.285714285714,상품관점 - 주별 실적(기본).xlsx
week,product,2026,06월 2주차,20260602,e-영업2,슈즈,상품UV,251.571428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2026,06월 3주차,20260603,e-영업2,슈즈,상품UV,258.857142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2026,06월 4주차,20260604,e-영업2,슈즈,상품UV,516.571428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2026,07월 1주차,20260701,e-영업2,슈즈,상품UV,251.428571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2025,01월 1주차,20250101,e-영업2,스포츠,상품UV,454.4,상품관점 - 주별 실적(기본).xlsx
week,product,2025,01월 2주차,20250102,e-영업2,스포츠,상품UV,343,상품관점 - 주별 실적(기본).xlsx
week,product,2025,01월 3주차,20250103,e-영업2,스포츠,상품UV,286.571428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2025,01월 4주차,20250104,e-영업2,스포츠,상품UV,283.857142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2025,01월 5주차,20250105,e-영업2,스포츠,상품UV,404,상품관점 - 주별 실적(기본).xlsx
week,product,2025,02월 1주차,20250201,e-영업2,스포츠,상품UV,336.857142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2025,02월 2주차,20250202,e-영업2,스포츠,상품UV,307.857142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2025,02월 3주차,20250203,e-영업2,스포츠,상품UV,300.571428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2025,02월 4주차,20250204,e-영업2,스포츠,상품UV,347.142857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2025,03월 1주차,20250301,e-영업2,스포츠,상품UV,347.571428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2025,03월 2주차,20250302,e-영업2,스포츠,상품UV,308.571428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2025,03월 3주차,20250303,e-영업2,스포츠,상품UV,262,상품관점 - 주별 실적(기본).xlsx
week,product,2025,03월 4주차,20250304,e-영업2,스포츠,상품UV,271.571428571429,상품관점 - 주별 실적(기본).xlsx
week,product,2025,04월 1주차,20250401,e-영업2,스포츠,상품UV,272.714285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2025,04월 2주차,20250402,e-영업2,스포츠,상품UV,315.714285714286,상품관점 - 주별 실적(기본).xlsx
week,product,2025,04월 3주차,20250403,e-영업2,스포츠,상품UV,276.857142857143,상품관점 - 주별 실적(기본).xlsx
week,product,2025,04월 4주차,20250404,e-영업2,스포츠,상품UV,240,상품관점 - 주별 실적(기본).xlsx
week,product,2025,05월 1주차,20250501,e-영업2,스포츠,상품UV,211,상품관점 - 주별 실적(기본).xlsx
week,product,2025,05월 2주차,20250502,e-영업2,스포츠,상품UV,240.142857142857,상품관점 - 주별 실적(기본).xlsx
week,product,2025,05월 3주차,20250503,e-영업2,스포츠,상품UV,266.428571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2025,05월 4주차,20250504,e-영업2,스포츠,상품UV,244.428571428571,상품관점 - 주별 실적(기본).xlsx
week,product,2025,05월 5주차,20250505,e-영업2,스포츠,상품UV,242.714285714286,상품관점 - 주별 실적(기본).xlsx
